__season_type,__team_id,__team_name,awayScore,clock,conference,gameId,gameSourceId,gameStartDate,gameType,homeScore,homeWinProbability,id,isHomeTeam,onFloor,onFloor[0].id,onFloor[0].name,onFloor[0].team,onFloor[10].id,onFloor[10].name,onFloor[10].team,onFloor[11].id,onFloor[11].name,onFloor[11].team,onFloor[12].id,onFloor[12].name,onFloor[12].team,onFloor[13].id,onFloor[13].name,onFloor[13].team,onFloor[14].id,onFloor[14].name,onFloor[14].team,onFloor[15].id,onFloor[15].name,onFloor[15].team,onFloor[16].id,onFloor[16].name,onFloor[16].team,onFloor[17].id,onFloor[17].name,onFloor[17].team,onFloor[18].id,onFloor[18].name,onFloor[18].team,onFloor[19].id,onFloor[19].name,onFloor[19].team,onFloor[1].id,onFloor[1].name,onFloor[1].team,onFloor[2].id,onFloor[2].name,onFloor[2].team,onFloor[3].id,onFloor[3].name,onFloor[3].team,onFloor[4].id,onFloor[4].name,onFloor[4].team,onFloor[5].id,onFloor[5].name,onFloor[5].team,onFloor[6].id,onFloor[6].name,onFloor[6].team,onFloor[7].id,onFloor[7].name,onFloor[7].team,onFloor[8].id,onFloor[8].name,onFloor[8].team,onFloor[9].id,onFloor[9].name,onFloor[9].team,opponent,opponentConference,opponentId,opponentSeed,participants,participants[0].id,participants[0].name,participants[1].id,participants[1].name,period,playText,playType,scoreValue,scoringPlay,season,seasonType,secondsRemaining,shootingPlay,shotInfo,shotInfo.assisted,shotInfo.assistedBy.id,shotInfo.assistedBy.name,shotInfo.location.x,shotInfo.location.y,shotInfo.made,shotInfo.range,shotInfo.shooter.id,shotInfo.shooter.name,sourceId,team,teamId,teamSeed,tournament,wallclock
regular,290,Tennessee State,34,15:01,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,58,0.999,46474062,True,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863,Antoine Lorick III,Tennessee State,3909,Tyran Cook,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,14270,Dante Harris,Tennessee State,203336,Lucas Lorenzen,Western Illinois,5872,Aaron Nkrumah,Tennessee State,744,Antwaun Massey,Western Illinois,5871,Travis Harper II,Tennessee State,Western Illinois,OVC,349,,,5872,Aaron Nkrumah,,,2,Aaron Nkrumah subbing out for Tennessee State,Substitution,0,False,2026,regular,901,False,,,,,,,,,,,401806479118631793,Tennessee State,290,,,2026-02-07T22:47:25.000Z
regular,290,Tennessee State,34,15:01,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,58,0.999,46474063,True,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863,Antoine Lorick III,Tennessee State,3909,Tyran Cook,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,14270,Dante Harris,Tennessee State,203336,Lucas Lorenzen,Western Illinois,5872,Aaron Nkrumah,Tennessee State,744,Antwaun Massey,Western Illinois,5871,Travis Harper II,Tennessee State,Western Illinois,OVC,349,,,7745,Jalen Pitre,,,2,Jalen Pitre subbing in for Tennessee State,Substitution,0,False,2026,regular,901,False,,,,,,,,,,,401806479118631794,Tennessee State,290,,,2026-02-07T22:47:25.000Z
regular,290,Tennessee State,35,15:01,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,58,0.999,46474064,False,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863,Antoine Lorick III,Tennessee State,3909,Tyran Cook,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,14270,Dante Harris,Tennessee State,203336,Lucas Lorenzen,Western Illinois,5872,Aaron Nkrumah,Tennessee State,744,Antwaun Massey,Western Illinois,5871,Travis Harper II,Tennessee State,Tennessee State,OVC,290,,,203336,Lucas Lorenzen,,,2,Lucas Lorenzen makes free throw 1 of 2,MadeFreeThrow,1,True,2026,regular,901,True,,False,,,,,True,free_throw,203336,Lucas Lorenzen,401806479118631922,Western Illinois,349,,,2026-02-07T22:47:59.000Z
regular,290,Tennessee State,36,15:01,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,58,0.998,46474065,False,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863,Antoine Lorick III,Tennessee State,3909,Tyran Cook,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,14270,Dante Harris,Tennessee State,203336,Lucas Lorenzen,Western Illinois,5872,Aaron Nkrumah,Tennessee State,744,Antwaun Massey,Western Illinois,5871,Travis Harper II,Tennessee State,Tennessee State,OVC,290,,,203336,Lucas Lorenzen,,,2,Lucas Lorenzen makes free throw 2 of 2,MadeFreeThrow,1,True,2026,regular,901,True,,False,,,,,True,free_throw,203336,Lucas Lorenzen,401806479118631992,Western Illinois,349,,,2026-02-07T22:48:19.000Z
regular,290,Tennessee State,34,15:01,,211467,401806479,2026-02-07T21:30:00.000Z,STD,58,0.999,46474051,,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863,Antoine Lorick III,Tennessee State,3909,Tyran Cook,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,14270,Dante Harris,Tennessee State,203336,Lucas Lorenzen,Western Illinois,5872,Aaron Nkrumah,Tennessee State,744,Antwaun Massey,Western Illinois,5871,Travis Harper II,Tennessee State,,,,,[],,,,,2,Official TV Timeout,OfficialTVTimeOut,0,False,2026,regular,901,False,,,,,,,,,,,401806479118630860,,,,,2026-02-07T22:44:13.000Z
regular,290,Tennessee State,36,14:47,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,60,0.999,46474066,True,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3909,Tyran Cook,Western Illinois,5858,Carlous Williams,Tennessee State,202469,Damon Howard Jr.,Tennessee State,5873,Khalil London,Tennessee State,202477,Jabrion Spikes,Tennessee State,14456,Francis Okwuosah,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,203336,Lucas Lorenzen,Western Illinois,Western Illinois,OVC,349,,,202477,Jabrion Spikes,,,2,Jabrion Spikes makes layup,LayUpShot,2,True,2026,regular,887,True,,False,,,846,265,True,rim,202477,Jabrion Spikes,401806479118632079,Tennessee State,290,,,2026-02-07T22:48:36.000Z
regular,290,Tennessee State,36,14:22,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,60,0.999,46474067,False,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3909,Tyran Cook,Western Illinois,5858,Carlous Williams,Tennessee State,202469,Damon Howard Jr.,Tennessee State,5873,Khalil London,Tennessee State,202477,Jabrion Spikes,Tennessee State,14456,Francis Okwuosah,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,203336,Lucas Lorenzen,Western Illinois,Tennessee State,OVC,290,,,14456,Francis Okwuosah,,,2,Francis Okwuosah misses 12-foot jumper,JumpShot,2,False,2026,regular,862,True,,False,,,150.4,190,False,jumper,14456,Francis Okwuosah,401806479118632148,Western Illinois,349,,,2026-02-07T22:49:01.000Z
regular,290,Tennessee State,36,14:20,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,60,0.999,46474068,True,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3909,Tyran Cook,Western Illinois,5858,Carlous Williams,Tennessee State,202469,Damon Howard Jr.,Tennessee State,5873,Khalil London,Tennessee State,202477,Jabrion Spikes,Tennessee State,14456,Francis Okwuosah,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,203336,Lucas Lorenzen,Western Illinois,Western Illinois,OVC,349,,,7745,Jalen Pitre,,,2,Jalen Pitre Defensive Rebound.,Defensive Rebound,0,False,2026,regular,860,False,,,,,,,,,,,401806479118632188,Tennessee State,290,,,2026-02-07T22:49:03.000Z
regular,290,Tennessee State,36,13:58,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,62,1,46474069,True,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3909,Tyran Cook,Western Illinois,5858,Carlous Williams,Tennessee State,202469,Damon Howard Jr.,Tennessee State,5873,Khalil London,Tennessee State,202477,Jabrion Spikes,Tennessee State,14456,Francis Okwuosah,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,203336,Lucas Lorenzen,Western Illinois,Western Illinois,OVC,349,,,202477,Jabrion Spikes,,,2,Jabrion Spikes makes layup,LayUpShot,2,True,2026,regular,838,True,,False,,,855.4,230,True,rim,202477,Jabrion Spikes,401806479118632271,Tennessee State,290,,,2026-02-07T22:49:25.000Z
regular,290,Tennessee State,37,13:41,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,62,1,46474072,True,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3909,Tyran Cook,Western Illinois,5858,Carlous Williams,Tennessee State,202469,Damon Howard Jr.,Tennessee State,5873,Khalil London,Tennessee State,202477,Jabrion Spikes,Tennessee State,14456,Francis Okwuosah,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,203336,Lucas Lorenzen,Western Illinois,Western Illinois,OVC,349,,,7745,Jalen Pitre,,,2,Jalen Pitre subbing out for Tennessee State,Substitution,0,False,2026,regular,821,False,,,,,,,,,,,401806479118632411,Tennessee State,290,,,2026-02-07T22:50:24.000Z
