Rimfluence Rank,year,Player name,team,height_inches,class,possessions,Opp Net Rating,O Rimfluence,D Rimfluence,Rimfluence
761,2024,Hason Ward,Iowa State,81,Sr,1249.0,12.091699999999989,2.776867865881643,3.3983725856214204,6.175240451503063
762,2024,Gabe Cupps,Indiana,74,Fr,4466.0,10.674899999999994,3.894211586020955,2.2758560637132472,6.170067649734203
763,2024,Latrell Wrightsell,Alabama,75,Sr,1887.0,12.749200000000002,3.2374404401844203,2.929872623236151,6.167313063420572
764,2024,Jordan Pope,Oregon State,74,So,6522.0,8.151299999999992,6.819505731758918,-0.6619442966279223,6.1575614351309955
765,2024,Will Tschetter,Michigan,80,Jr,3443.0,13.016800000000003,4.607303316276404,1.5338009027973287,6.141104219073733
766,2024,Jimmy Clark III,Duquesne,75,Sr,3383.0,5.282499999999999,2.751932502732384,3.3815533781155724,6.133485880847957
767,2024,Brandon Johnson,East Carolina,80,Jr,6394.0,1.9218000000000048,-3.586619216254377,9.714394278748962,6.127775062494585
768,2024,Kolby King,Tulane,74,So,5414.0,2.1768,1.8006272971337685,4.319963415653037,6.1205907127868056
769,2024,Keller Boothby,Cornell,79,Sr,1268.0,0.1267999999999887,-0.8590891852135807,6.9684381001709985,6.109348914957418
770,2024,Andrew Meadow,Boise State,79,Fr,975.0,7.991100000000003,7.580286890493427,-1.483918293459105,6.0963685970343215
771,2024,Drew Pember,UNC Asheville,82,Sr,6003.0,-1.542500000000004,-0.8147077640518452,6.904652008369809,6.089944244317964
772,2024,Nick Caldwell,SE Louisiana,79,Sr,5466.0,-6.219400000000007,6.45641551347801,-0.3729364108834994,6.083479102594511
773,2024,Mark Mitchell,Duke,81,So,2685.0,10.3052,5.424057205941831,0.6265230540382296,6.050580259980061
774,2024,Justin Bufford,Middle Tennessee,78,Jr,6061.0,0.0618999999999942,4.918370478765972,1.1188778701757989,6.037248348941771
775,2024,Jimmy Bell Jr.,Mississippi State,82,Sr,2300.0,7.501100000000008,1.9755894207831084,3.9830235646340943,5.9586129854172025
776,2024,Camian Shell,North Carolina A&T,70,So,16662.0,-3.2513000000000005,4.182975534119714,1.7656414514067458,5.94861698552646
777,2024,Amanze Ngumezi,Mercer,81,Sr,2414.0,-2.727099999999993,-2.8794905670130886,8.821633649651249,5.94214308263816
778,2024,Jayden Pierre,Providence,74,So,2861.0,11.291200000000003,2.9185227662721873,2.998345343019047,5.916868109291235
779,2024,Woody Newton,George Mason,81,Sr,3033.0,1.1507000000000005,1.5784167473594153,4.337959747710812,5.916376495070227
780,2024,Akili Vining,UT Arlington,74,Sr,4571.0,1.7450000000000043,8.01643041522825,-2.100852662587968,5.9155777526402815
781,2024,Leo O'Boyle,Penn State,79,Sr,2162.0,6.910199999999989,4.583309824777037,1.3249280155066283,5.908237840283665
782,2024,Walter Clayton Jr.,Florida,75,Jr,3457.0,10.415899999999992,2.936518986441998,2.965228296154596,5.9017472825965935
783,2024,Jermaine Couisnard,Oregon,76,Sr,3479.0,9.665300000000002,-4.243612562332826,10.132719406139133,5.889106843806305
784,2024,Caden Powell,Wyoming,81,So,4097.0,5.4148,-2.636996377058757,8.525309382577392,5.8883130055186355
785,2024,Chris Payton Jr.,Kent State,79,Sr,3870.0,-2.0615999999999985,3.5901796066166902,2.2556655333186364,5.845845139935326
786,2024,Joseph Venzant,Liberty,75,Jr,4619.0,-0.8448999999999955,4.0425149438182775,1.8006003305395415,5.843115274357819
787,2024,Isaiah Wyatt,UTSA,76,Jr,3692.0,-2.1432000000000073,1.3681966952720417,4.460725445578082,5.828922140850123
788,2024,Stephen Olowoniyi,VMI,80,Fr,3614.0,-0.2133999999999929,2.898136750480816,2.930553271090211,5.828690021571028
789,2024,EJ Neal Jr.,Idaho,77,Jr,2854.0,-4.686000000000007,0.6787311294493383,5.142476628837632,5.82120775828697
790,2024,Victor Hart,Southern Miss,80,Sr,4029.0,-0.4144000000000005,2.966686198349257,2.8512901694498343,5.817976367799091
791,2024,Juwan Perdue,Jacksonville State,78,Sr,6004.0,-3.0087000000000046,5.914024421339524,-0.1020420646721982,5.811982356667325
792,2024,Kellen Thames,Saint Louis,78,So,10808.0,4.903999999999996,4.983108398516444,0.8229184170525927,5.806026815569037
793,2024,Malachi Ndur,Brown,80,Sr,3762.0,-0.8646999999999991,0.1778932518244711,5.626634347284933,5.804527599109404
794,2024,Mikkel Tyne,Richmond,70,Fr,1712.0,0.2553999999999945,3.499022748366157,2.30463154770524,5.803654296071397
795,2024,Dorian James,North Florida,79,Sr,5433.0,-4.474199999999996,1.2316459040490706,4.559910315761465,5.791556219810536
796,2024,Charlie Williams,William & Mary,82,So,2814.0,-6.575099999999992,11.757926991395571,-5.98309092617677,5.774836065218803
797,2024,Michael Rataj,Oregon State,80,So,4770.0,7.493499999999997,8.05181425370428,-2.2883925185472647,5.7634217351570145
798,2024,Kyler Vanderjagt,Belmont,76,So,2202.0,2.493799999999993,9.427999941423709,-3.675003089282552,5.7529968521411545
799,2024,BJ McLaurin,Queens University,80,Sr,5926.0,-2.0176000000000016,1.0665915844573677,4.679376892043335,5.745968476500702
800,2024,Prophet Johnson,Southern Utah,75,So,5890.0,0.781400000000005,5.575769428396517,0.1654650420872598,5.741234470483777
801,2024,Ethan Butler,Northern Illinois,79,So,2460.0,-2.8730000000000047,0.9072848024413318,4.828461483461338,5.73574628590267
802,2024,Brandon Murray,Ole Miss,77,Jr,2730.0,12.143200000000007,-0.7993904841261781,6.528633819421463,5.729243335295285
803,2024,Brandon Love,Texas State,82,Jr,5317.0,1.317300000000003,4.986948318035348,0.7325596591967358,5.719507977232084
804,2024,Collin Moore,Grand Canyon,76,Jr,2777.0,0.361699999999999,6.172870519651355,-0.4699282618926115,5.702942257758744
805,2024,Giovanni Santiago,Kent State,73,Sr,5554.0,-1.971499999999992,-5.082695462654124,10.777318095206269,5.694622632552143
806,2024,Quincy Guerrier,Illinois,80,Sr,2760.0,11.493899999999996,0.2214747377126356,5.45272388780098,5.674198625513616
807,2024,Dragos Lungu,San Diego,78,Fr,2926.0,-0.2830999999999903,3.2922430035745736,2.377806234451965,5.670049238026539
808,2024,Yacine Toumi,Evansville,82,Sr,2793.0,2.081800000000001,0.916620313526014,4.741197852750275,5.657818166276289
809,2024,Dylan Dawson,Texas State,75,Sr,5690.0,1.462600000000009,3.767132472595746,1.8855828893916875,5.6527153619874335
810,2024,Dominic Parolin,Lehigh,81,Sr,4524.0,-6.783100000000005,8.47821815142044,-2.826020251859454,5.652197899560987
811,2024,Joshua Wyche,Lafayette,79,Fr,1910.0,-7.1747999999999905,1.095750693944657,4.552437123789629,5.648187817734286
812,2024,Fidelis Okereke,Cal State Bakersfield,78,Jr,3414.0,-0.7523999999999944,-4.396632988230506,10.02943216040353,5.632799172173025
813,2024,Hunter Adam,Davidson,79,Fr,5883.0,4.724999999999994,8.385528578528696,-2.770904266200974,5.614624312327722
814,2024,Ileri Ayo-Faleye,Vermont,80,Jr,2205.0,-2.7199000000000098,-0.9938562969288072,6.600340339924765,5.606484042995958
815,2024,Tyrese Proctor,Duke,78,So,2775.0,10.118200000000002,2.985776699524233,2.617751087830069,5.603527787354302
816,2024,Drew Fielder,Georgetown,83,Fr,2759.0,7.194000000000003,-2.0917312487188813,7.694396232939691,5.60266498422081
817,2024,DeLonnie Hunt,Richmond,72,Sr,1994.0,3.630499999999998,5.94256197666133,-0.3401430719537239,5.602418904707606
818,2024,Enoch Cheeks,Dayton,75,Jr,2964.0,6.662300000000002,-0.1541437678371582,5.735004621322661,5.580860853485502
819,2024,Aniwaniwa Tait-Jones,UC San Diego,78,Jr,2969.0,-3.2373000000000047,7.559680027820146,-1.998540970034324,5.561139057785822
820,2024,Zeb Jackson,VCU,77,Sr,1703.0,5.572000000000003,0.0106318774033122,5.548660136914274,5.559292014317586
821,2024,Charles Lane Jr.,Prairie View A&M,77,Sr,4663.0,-8.268999999999991,-1.9367603677407577,7.490352878649121,5.553592510908364
822,2024,Javon Bennett,Dayton,71,So,2584.0,6.630600000000001,1.4567453202844738,4.096338253667625,5.553083573952099
823,2024,Henry Coleman III,Texas A&M,80,Sr,2231.0,9.825599999999994,4.469428998773221,1.083512186885225,5.5529411856584465
824,2024,Clifford Omoruyi,Rutgers,83,Sr,5347.0,9.477099999999991,-0.9770698438153458,6.523446833178252,5.546376989362906
825,2024,Naithan George,Georgia Tech,75,Fr,7004.0,12.4371,4.481131998166725,1.0648888881573164,5.546020886324041
826,2024,Marqueas Bell,Southeast Missouri State,75,Fr,1732.0,-6.1007999999999925,7.989015060633783,-2.443716809629644,5.545298251004139
827,2024,Jamarques Lawrence,Nebraska,75,So,2308.0,8.163700000000006,2.749885487791772,2.793164427439309,5.54304991523108
828,2024,Andre Lorentsson,Toledo,80,Jr,3146.0,-2.422799999999995,1.651655423793188,3.8599252331101415,5.511580656903329
829,2024,Teagan Moore,Western Kentucky,77,Fr,1178.0,-1.5908999999999909,11.045706126877167,-5.537412999958841,5.508293126918327
830,2024,Fousseyni Traore,BYU,78,Jr,1378.0,9.4178,1.7346328550219123,3.764258792952298,5.49889164797421
831,2024,Kevin Kalu,UTEP,81,Jr,3662.0,-0.695999999999998,-2.3178052940200997,7.809569828899733,5.491764534879633
832,2024,Baraka Okojie,George Mason,75,Fr,4047.0,2.461500000000001,0.222646072665832,5.266109865880149,5.488755938545981
833,2024,Xavier Bledson,Indiana State,78,Sr,2278.0,1.8867999999999936,2.97686478670613,2.506409327896484,5.483274114602613
834,2024,Marcus Fitzgerald Jr.,Tennessee State,74,Sr,4634.0,-6.091099999999997,2.152596995935454,3.3245512826642933,5.477148278599747
835,2024,Issac McBride,Oral Roberts,72,Sr,7444.0,-1.6535999999999973,3.110980788334619,2.361438330480088,5.472419118814708
836,2024,Felix Kloman,Brown,77,Sr,3192.0,-1.210099999999997,10.6493430317742,-5.18066579345791,5.468677238316289
837,2024,AC Bryant,Alabama A&M,75,So,832.0,-3.5890999999999877,-1.4684849141512482,6.916030744733112,5.447545830581864
838,2024,Josh Rivera,Fordham,79,So,2843.0,1.484400000000008,4.401473497640709,1.041522172917123,5.442995670557832
839,2024,William Kyle III,South Dakota State,81,So,2666.0,-2.9676000000000045,0.6629068760377037,4.7722842317683165,5.43519110780602
840,2024,TJ Caldwell,Ole Miss,76,So,3548.0,6.212000000000003,8.379761716167652,-2.94588130710654,5.4338804090611115
841,2024,Marquise Kennedy,UIC,73,Sr,2645.0,4.15440000000001,0.4434060953456316,4.986738421069294,5.430144516414925
842,2024,Tyrell Ward,LSU,78,So,1963.0,9.358400000000003,1.8290643539482117,3.5997755395002597,5.428839893448472
843,2024,Ernest Minton,Mississippi Valley State,77,Sr,2104.0,-1.3474999999999966,0.8514485124650211,4.57546035853329,5.426908870998311
844,2024,Keyshawn Hall,George Mason,79,So,4634.0,1.4523999999999972,-1.823088455096074,7.229263168318469,5.406174713222395
845,2024,VonCameron Davis,Kent State,77,Sr,5005.0,-2.390100000000004,7.315193836242397,-1.937912260058878,5.377281576183519
846,2024,Wyatt Fricks,Marshall,81,Jr,3370.0,-1.552899999999994,1.4317632417926611,3.941806921070137,5.373570162862798
847,2024,Cole Henry,Northern Iowa,81,Jr,2122.0,3.643500000000003,1.7079818028428086,3.662546946051842,5.3705287488946505
848,2024,Bryce Washington,Hofstra,76,Sr,3851.0,-0.3734000000000037,-0.9065804992323347,6.275768204415758,5.369187705183424
849,2024,Mawot Mag,Rutgers,79,Sr,2898.0,11.990700000000004,3.5548741359325335,1.799943129721317,5.354817265653851
850,2024,Sebastian Mack,UCLA,75,Fr,4881.0,8.087800000000001,6.450531859836211,-1.096501383901261,5.35403047593495
851,2024,Jermaine Hamlin,Eastern Illinois,82,Sr,2603.0,-4.23599999999999,-2.7596479804697553,8.110921347598198,5.351273367128443
852,2024,Javon Small,Oklahoma State,74,So,10548.0,9.135999999999996,1.999685393319819,3.350961644620052,5.350647037939871
853,2024,Quincy Olivari,Xavier,75,Jr,3309.0,12.3095,12.952112793489222,-7.626771407663886,5.325341385825336
854,2024,Dante Wilcox,Florida International,78,Sr,2247.0,-0.8571000000000026,1.859845759344841,3.4510263592270043,5.3108721185718455
855,2024,Jayson Petty,Kansas City,76,Fr,3228.0,-4.9343000000000075,-5.3099894209452785,10.606680008447675,5.296690587502397
856,2024,Michael Jones,Stanford,76,Sr,6347.0,7.045900000000003,0.9008910025814734,4.394617221587908,5.295508224169382
857,2024,B.J. Edwards,SMU,75,So,1742.0,2.338300000000004,2.5486324156682643,2.72902927742933,5.277661693097594
858,2024,Theo Hughes,Northern Colorado,84,Sr,1026.0,-3.2972000000000037,1.5523603471554577,3.7204665720094177,5.272826919164875
859,2024,Ajay Mitchell,UC Santa Barbara,76,Jr,2710.0,-2.9565999999999946,-1.2089398349186742,6.481120370437544,5.272180535518871
860,2024,Spencer Jones,Stanford,79,Sr,4567.0,7.622100000000003,-1.6754379648704614,6.938974518681578,5.263536553811116
861,2024,Basheer Jihad,Ball State,81,Jr,6208.0,-6.3125,0.5877868450388446,4.669174679982008,5.256961525020853
862,2024,Seth Wilson,West Virginia,74,Jr,2853.0,8.601100000000002,3.9864247072516785,1.268675249434378,5.255099956686056
863,2024,Jahmai Mashack,Tennessee,76,Jr,1842.0,12.992000000000004,0.6215581088115751,4.627548557154945,5.24910666596652
864,2024,Langston Reynolds,Northern Colorado,76,So,1652.0,-4.689600000000013,1.1557060624613609,4.074721614747378,5.230427677208739
865,2024,Patrick Cartier,Colorado State,80,Sr,2124.0,8.192999999999998,2.4303533913459936,2.790125803477036,5.22047919482303
866,2024,Ishmael Leggett,Pittsburgh,75,Jr,13203.0,7.691400000000002,0.1805523436647629,5.036296207211654,5.216848550876417
867,2024,Jefferson De La Cruz Monegro,Western Michigan,75,So,6055.0,-3.586500000000001,5.828511687566007,-0.6363073017928706,5.192204385773136
868,2024,Chucky Hepburn,Wisconsin,74,Jr,3236.0,13.80279999999999,1.781445427938407,3.4043747193474903,5.185820147285897
869,2024,Lincoln Ball,American University,78,Sr,5196.0,-9.7277,-0.2036082112216681,5.386355397539607,5.182747186317938
