Rimfluence Rank,year,Player name,team,height_inches,class,possessions,Opp Net Rating,O Rimfluence,D Rimfluence,Rimfluence
1553,2024,Jaylen Murray,Ole Miss,71,Jr,6268.0,8.099199999999996,-4.275736970093814,2.8893329096779357,-1.3864040604158787
1554,2024,Julius Ellerbe III,Eastern Michigan,79,Jr,6360.0,-4.015900000000002,-1.232453013832117,-0.1545569410234042,-1.3870099548555213
1555,2024,Frank Staine,Stephen F. Austin,78,Jr,3900.0,-1.0002000000000066,2.7614991747821276,-4.149482455872732,-1.3879832810906048
1556,2024,AJ Clayton,Ohio,79,Jr,5319.0,-4.841400000000007,-2.2476212993200937,0.8444047699863644,-1.403216529333729
1557,2024,Andrew Welage,Wright State,78,Sr,2691.0,-2.096199999999996,-0.4319355811778501,-0.9770763721403066,-1.4090119533181569
1558,2024,Kalen Williams,East Texas A&M,74,Sr,6851.0,-5.00500000000001,4.395051457436615,-5.805021720008286,-1.4099702625716706
1559,2024,Alem Huseinovic,Rice,76,Sr,5216.0,1.7151000000000067,0.3793972806626431,-1.7897139070788342,-1.410316626416191
1560,2024,DJ Richards Jr.,McNeese,76,So,1893.0,-5.3292,-1.2702944175531476,-0.1526574440635268,-1.4229518616166743
1561,2024,Nobal Days,Charleston Southern,81,Sr,1881.0,-1.0388999999999982,-2.8136605727336885,1.3701930969087053,-1.4434674758249832
1562,2024,Zine Eddine Bedri,Columbia,81,So,1847.0,-3.2242999999999995,-4.431017561660466,2.9868548029497006,-1.4441627587107655
1563,2024,Kendall Campbell,Elon,80,Fr,2158.0,-3.1494,-8.24876748146569,6.80085512035654,-1.4479123611091491
1564,2024,Henry Abraham,Coastal Carolina,72,Sr,2989.0,-2.686099999999996,2.078845207061189,-3.530895877126492,-1.452050670065303
1565,2024,Trevon Reddish-Rhone,Presbyterian,76,Sr,2929.0,-4.957300000000004,-0.2619058176202502,-1.1915642154237074,-1.4534700330439576
1566,2024,Bryce Johnson,Northeastern,75,So,1330.0,-6.593699999999998,5.179314733075479,-6.6441141406432465,-1.4647994075677673
1567,2024,Cyrus Largie,Florida Gulf Coast,75,Sr,3654.0,-3.3933999999999997,-4.7257162671166135,3.2419119975587254,-1.483804269557888
1568,2024,Kristian Gonzalez,Idaho,75,Fr,2546.0,-4.969099999999997,2.7543656511215007,-4.241792707210914,-1.4874270560894134
1569,2024,Kendall Lewis,Illinois State,80,Sr,4790.0,0.442300000000003,2.680679723461634,-4.169922947848294,-1.4892432243866596
1570,2024,Houston Mallette,Pepperdine,77,Jr,6014.0,1.825400000000002,0.3797326210810192,-1.8803716940525907,-1.5006390729715715
1571,2024,Louis Bleechmore,Fairfield,78,Sr,2292.0,-5.233800000000002,0.2285029804777654,-1.737127092123683,-1.5086241116459176
1572,2024,Isaiah Griffin,Idaho State,78,Jr,6195.0,-4.609200000000001,-1.1358834779062073,-0.3818476602056038,-1.517731138111811
1573,2024,Jayden Ndjigue,Massachusetts,76,Fr,4419.0,0.7456999999999994,-5.922260553473041,4.384484566194928,-1.5377759872781134
1574,2024,Jaden Campbell,Samford,76,Sr,2326.0,-0.7464000000000084,-7.003600488205751,5.456696459336075,-1.546904028869676
1575,2024,Josh Cohen,Massachusetts,82,Sr,5288.0,0.7506999999999948,-5.991892172200385,4.439007531353343,-1.5528846408470418
1576,2024,Alden Applewhite,Murray State,79,Jr,2258.0,2.980000000000004,5.337706780067775,-6.893465742905351,-1.5557589628375768
1577,2024,Adam Moussa,Tarleton State,75,Jr,1076.0,-1.3179999999999978,-1.7766543084899475,0.206488770695699,-1.5701655377942485
1578,2024,Tuukka Jaakkola,Cal Poly,82,Sr,3372.0,-2.0224000000000046,-7.168579116866914,5.580473372049425,-1.5881057448174891
1579,2024,LJ Wells,Northern Kentucky,80,So,5415.0,-3.804699999999997,-3.1332811331447767,1.5361582020775697,-1.597122931067207
1580,2024,Kidtrell Blocker,IU Indianapolis,77,Jr,3456.0,-3.7612000000000023,0.7581002972734368,-2.35797964943697,-1.599879352163533
1581,2024,Conor Enright,Drake,74,So,2449.0,3.413799999999995,-5.804155546117225,4.198200669017455,-1.6059548770997705
1582,2024,Myles Stute,South Carolina,78,Jr,1787.0,3.859000000000009,-5.169807825686507,3.563434248828794,-1.6063735768577132
1583,2024,Chase Robinson,Cleveland State,73,Sr,1909.0,-4.369399999999999,1.1687239033926335,-2.775154622955477,-1.6064307195628436
1584,2024,Savion Lewis,Quinnipiac,73,Sr,6740.0,-7.2761,1.240523630868683,-2.848966135830898,-1.6084425049622153
1585,2024,Cli'Ron Hornbeak,Kent State,81,Jr,2118.0,-2.125,-1.6177276357962538,0.0008482424802278,-1.616879393316026
1586,2024,Enoch Kalambay,Western Kentucky,78,Jr,2121.0,-2.2689999999999912,0.0496551993290733,-1.6710768593002805,-1.6214216599712072
1587,2024,Lance Waddles,North Dakota State,76,So,2253.0,-2.5964000000000027,2.0497071869448904,-3.679916006666601,-1.6302088197217106
1588,2024,Javon Jackson,Utah State,75,So,1056.0,1.032899999999998,0.2507851830042388,-1.8819740871481625,-1.6311889041439236
1589,2024,Tuburu Naivalurua,Oakland,78,Jr,1454.0,-3.134600000000006,1.8550514877493536,-3.5117928933167177,-1.6567414055673644
1590,2024,Isiah Kirby,Portland State,76,Sr,3590.0,-5.125799999999998,3.144861505745772,-4.804625065880709,-1.6597635601349363
1591,2024,Josh Banks,UNC Asheville,77,Jr,5927.0,-1.8145000000000095,0.9876215766684115,-2.6475033005564312,-1.6598817238880197
1592,2024,Mekhi Cooper,Miami (OH),73,Fr,4793.0,-5.253799999999998,1.675010252821993,-3.350352939850326,-1.675342687028333
1593,2024,Isa Silva,Long Beach State,76,Jr,1618.0,-2.2205999999999904,3.221216412025408,-4.8978221733389695,-1.6766057613135614
1594,2024,Amar'e Marshall,UAlbany,76,So,13034.0,-4.280799999999999,0.4606815391328736,-2.1386908526503836,-1.67800931351751
1595,2024,Alex Ducas,Saint Mary's,79,Sr,2596.0,3.857199999999992,-4.942849111681434,3.2533529336851728,-1.689496177996261
1596,2024,Marquis Barnett,Presbyterian,76,Jr,3178.0,-4.822200000000009,-3.13669281892921,1.4463617896943988,-1.6903310292348106
1597,2024,K.J. Doucet,Winthrop,79,Jr,17132.0,-1.5692000000000093,-2.336511959374598,0.6457867164040678,-1.6907252429705304
1598,2024,Duane Posey,Northwestern State,79,Sr,2886.0,-7.706100000000006,-3.076836624323522,1.3849013658996698,-1.691935258423852
1599,2024,Harrison Ingram,North Carolina,79,So,3617.0,12.365499999999995,-1.1633658263599314,-0.5373369961730763,-1.7007028225330076
1600,2024,Joryam Saizonou,UNC Greensboro,75,Jr,3741.0,-2.7742999999999967,3.877533734987468,-5.5824990806675565,-1.7049653456800886
1601,2024,Sam Alamutu,Vermont,77,Jr,1566.0,-1.6169999999999902,3.589378957429692,-5.304009276436747,-1.714630319007055
1602,2024,Daniel Rouzan,Manhattan,80,So,4653.0,-3.4927000000000135,2.9297516670976687,-4.650000376002421,-1.720248708904752
1603,2024,Jordan Marsh,App State,71,Fr,1205.0,-1.917599999999993,-2.309783667108028,0.5885853953284739,-1.721198271779554
1604,2024,Zhuric Phelps,SMU,76,Jr,2829.0,3.329899999999995,2.678238284237034,-4.401227962070189,-1.7229896778331557
1605,2024,PJ Henry,Texas Southern,70,Sr,2050.0,-6.5523000000000025,1.874127008908542,-3.5992655657801804,-1.7251385568716384
1606,2024,Bryce Johnson,UMBC,75,So,2381.0,-6.593699999999998,3.9867869321349216,-5.713904287159455,-1.7271173550245331
1607,2024,Chris Conway,Oakland,81,Jr,2735.0,0.4610000000000127,-3.190922374581146,1.4567388166131643,-1.7341835579679816
1608,2024,Jamond Vincent,New Orleans,76,So,4879.0,-5.230099999999993,3.4875627359669075,-5.2279236561822415,-1.740360920215334
1609,2024,Jared Barnett,Cal State Northridge,73,Sr,3105.0,-5.875199999999992,-2.5214175030771195,0.7658379821162171,-1.7555795209609024
1610,2024,Liam Lloyd,Northern Arizona,77,Jr,5505.0,-2.7804,2.965798424883406,-4.72411092516022,-1.758312500276814
1611,2024,Darren Buchanan Jr.,George Washington,79,Fr,5653.0,-1.102000000000004,2.263860654177212,-4.024439942026456,-1.760579287849244
1612,2024,Antonio Thomas,Evansville,74,Sr,2901.0,2.0570999999999913,1.65939436414367,-3.420741055357963,-1.761346691214293
1613,2024,Ben Hendriks,Ball State,82,Jr,2806.0,-7.593900000000005,-5.244719213613596,3.4830095054901875,-1.7617097081234083
1614,2024,Elijah Buchanan,NJIT,77,Sr,4095.0,-2.5232000000000028,-2.9571916787800285,1.19209093567376,-1.7651007431062684
1615,2024,Jalyke Gaines-Wyatt,Alcorn State,72,Fr,2740.0,-5.7076999999999884,4.010122082327473,-5.798481723850525,-1.7883596415230525
1616,2024,Diante Wood,Tennessee Tech,76,Sr,3455.0,-7.324100000000001,-2.1494885486235265,0.3523123478006544,-1.797176200822872
1617,2024,Jamal Mashburn Jr.,New Mexico,74,Sr,2332.0,8.303799999999995,-0.8570216980887873,-0.952574637181332,-1.8095963352701192
1618,2024,Blondeau Tchoukuiegno,California Baptist,74,Jr,11741.0,-1.2783999999999909,2.7126000355514925,-4.5224583197830714,-1.809858284231579
1619,2024,Sir Issac Herron,Oral Roberts,81,Jr,3762.0,-1.803200000000004,-2.464057632086472,0.6514161981512875,-1.8126414339351844
1620,2024,Jack Mielke,Southern Indiana,79,Jr,6165.0,-6.630900000000011,1.1589326136557003,-2.9803281191014213,-1.8213955054457207
1621,2024,Paul Mulcahy,Washington,78,Sr,5198.0,8.983699999999999,1.1248241379175257,-2.9625828789996183,-1.8377587410820928
1622,2024,Max Brooks,UMass Lowell,79,Sr,5380.0,-5.554299999999998,3.6990120374832953,-5.537601387072538,-1.8385893495892427
1623,2024,Raymond Somerville,Delaware State,,,6785.0,-4.881200000000007,-4.931770279694907,3.092498134997922,-1.8392721446969853
1624,2024,Rex Sunderland,New Hampshire,76,So,4350.0,-2.0915999999999997,0.6378533913889008,-2.487555771143815,-1.849702379754914
1625,2024,Trejon Ware,Arkansas-Pine Bluff,69,Jr,8857.0,-9.489500000000008,-1.2647262956707652,-0.6024636412398063,-1.8671899369105716
1626,2024,Hansel Enmanuel,Austin Peay,78,So,1206.0,-2.20580000000001,-2.2275953738102108,0.3569687513609194,-1.8706266224492911
1627,2024,Walyn Napper,Longwood,73,Sr,5723.0,-3.4303000000000026,1.2353578436705202,-3.115572840764228,-1.880214997093708
1628,2024,Justus Jackson,UT Martin,73,Jr,2090.0,-2.0903999999999883,2.205413113619491,-4.095886895893106,-1.8904737822736144
1629,2024,Leo DeBruhl,UC Davis,74,Jr,3974.0,-3.1655000000000086,1.2190737828574902,-3.120299813988802,-1.9012260311313116
1630,2024,Mekhi Collins,Nicholls,80,Jr,3587.0,-4.589700000000008,-1.2830578855378474,-0.6276168857093283,-1.9106747712471757
1631,2024,Moses Flowers,St. Bonaventure,75,Sr,4695.0,1.7511999999999972,-1.165721920101744,-0.7475583829578584,-1.9132803030596024
1632,2024,Lesown Hallums Jr.,Pacific,74,Sr,12128.0,-2.1631,0.487568778198254,-2.4051735384097808,-1.9176047602115267
1633,2024,Dallas Graziani,Samford,69,Jr,2164.0,-2.4871000000000123,-1.7967580880610388,-0.121055723347681,-1.91781381140872
1634,2024,Louie Semona,Stonehill,80,Fr,3464.0,-5.107500000000002,4.138199681369405,-6.061058146978574,-1.9228584656091696
1635,2024,Kyle Rode,Liberty,79,Sr,6476.0,-0.2169999999999987,-4.423832057849003,2.4964886264197483,-1.9273434314292544
1636,2024,Sam Hines Jr.,South Florida,78,Jr,1522.0,-1.154999999999987,-3.0811351644026748,1.153480402820025,-1.9276547615826496
1637,2024,Isaiah Hawthorne,San Francisco,80,Sr,1193.0,-2.52470000000001,1.3332659251499703,-3.270039696584771,-1.9367737714348008
1638,2024,Mike Sharavjamts,San Francisco,81,So,2536.0,-0.2643000000000057,-1.7771447663328577,-0.1635257024808962,-1.940670468813754
1639,2024,Lucas Stieber,Gardner-Webb,75,Sr,5780.0,0.592400000000012,-5.09469910750067,3.153499283170729,-1.9411998243299409
1640,2024,Javonte Brown,Western Michigan,84,So,2061.0,-6.058400000000006,-1.1833236461722674,-0.7657433582060396,-1.949067004378307
1641,2024,Tevin Smith,Cleveland State,76,So,2427.0,-3.5952000000000055,-0.6340571254253589,-1.3194987026955476,-1.9535558281209064
1642,2024,Aquan Smart,Southeast Missouri State,75,Jr,4585.0,-5.348200000000006,-1.3316300329439317,-0.6225168931518898,-1.9541469260958215
1643,2024,Lorenzo Donadio,American University,76,Sr,5274.0,-9.6811,2.378995637657516,-4.342781034810908,-1.9637853971533925
1644,2024,Brian Goracke,Montana State,77,Jr,3130.0,-3.937299999999994,-0.972831578230578,-1.006575383740575,-1.9794069619711532
1645,2024,Julian Larry,Indiana State,75,Jr,4125.0,2.9061999999999983,4.719059024318053,-6.7049959827464995,-1.9859369584284463
1646,2024,Jason Fontenet II,UC Santa Barbara,78,Fr,2056.0,-3.0244,3.193760447908853,-5.182819887666438,-1.9890594397575856
1647,2024,Ivan Reynolds,Jacksonville State,76,Jr,6240.0,-2.7846000000000117,-2.7250369750171375,0.7278272441854186,-1.997209730831719
1648,2024,T.J. Weeks Jr.,Rider,76,Sr,4164.0,-2.852800000000002,4.151255776109694,-6.163162898457157,-2.0119071223474636
1649,2024,Sherif Gross-Bullock,Bryant,76,Sr,7382.0,-2.2587000000000046,-2.591231244719512,0.5686389940927858,-2.022592250626726
1650,2024,Pano Pavlidis,Stonehill,80,Sr,3670.0,-4.997900000000001,0.6148404102612435,-2.637605803476098,-2.022765393214854
1651,2024,Kyle Jenkins,Lafayette,79,Sr,5468.0,-5.7623999999999995,0.2974781794831118,-2.3251884463865427,-2.027710266903431
1652,2024,Marcus Tsohonis,Long Beach State,75,Sr,3073.0,-0.1177000000000134,1.0339410425419897,-3.0777874703161925,-2.043846427774203
1653,2024,Xavier Amos,Northern Illinois,79,So,4866.0,-0.0644000000000062,0.3705531512002207,-2.4161675460483942,-2.0456143948481733
1654,2024,Idan Tretout,Iona,76,Sr,4615.0,-5.028100000000009,1.145473538045349,-3.1918371179420864,-2.0463635798967377
1655,2024,Traivar Jackson,Tarleton State,78,Jr,1220.0,-1.1385999999999967,2.1390924470338093,-4.201992654210467,-2.0629002071766576
1656,2024,Brandon Stroud,South Florida,78,Sr,2129.0,1.1240999999999983,1.5578627763468424,-3.62791975138349,-2.0700569750366475
1657,2024,DaJion Humphrey,Bowling Green,76,Sr,2186.0,-6.7930999999999955,1.7914840122853877,-3.8643996930557254,-2.072915680770338
1658,2024,Devin Gordon,North Carolina Central,77,Jr,2956.0,-10.4191,-1.9326654012257596,-0.1538891124931938,-2.086554513718953
1659,2024,Ofure Ujadughele,UC Irvine,75,Sr,1243.0,-0.5610999999999962,-3.520860080999052,1.433328625710566,-2.0875314552884863
1660,2024,Jadin Collins,Marist,,,5095.0,-7.495400000000004,4.590604489423356,-6.7242226064874515,-2.1336181170640955
1661,2024,Rongie Gordon,Kennesaw State,80,So,3892.0,-4.723199999999991,-6.244528497594359,4.11033372925832,-2.134194768336039
1662,2024,Kyler Filewich,Wofford,81,Sr,5235.0,-0.3307999999999964,-3.0583144562255673,0.92265225117635,-2.1356622050492176
1663,2024,Wisler Sanon II,St. Francis (PA),76,So,3638.0,-4.1422000000000025,-0.0013440939697608,-2.140884333695174,-2.142228427664935
1664,2024,Jermaine Marshall,Samford,78,Sr,1397.0,-0.9869000000000056,0.2247310663601978,-2.367066867419294,-2.1423358010590965
1665,2024,Jordan O'Neal,Jackson State,79,Sr,7299.0,-6.192700000000002,5.101720670376241,-7.248061488258865,-2.146340817882624
1666,2024,Steven Kramer,South Dakota,78,Fr,3202.0,-5.153700000000001,0.0233593216798126,-2.1717978784880363,-2.1484385568082236
1667,2024,Blake Lampman,Oakland,75,Sr,2784.0,0.4376000000000033,-4.275597205139688,2.1132978555300515,-2.1622993496096363
1668,2024,Jordan McKoy,Merrimack,77,Sr,4292.0,-8.640500000000003,1.023839608569039,-3.205180671829752,-2.181341063260713
1669,2024,Trevian Tennyson,TCU,76,Sr,2523.0,8.325900000000004,0.0337733647105977,-2.2276402799871544,-2.1938669152765566
1670,2024,Xaivian Lee,Princeton,75,So,1855.0,-0.1995999999999895,-2.6361858451454143,0.4213814800494337,-2.214804365095981
1671,2024,Janko Bulajic,Lamar,,,2516.0,-8.110500000000002,6.366918655187419,-8.58199350798932,-2.2150748528019015
1672,2024,Kevin Patton Jr.,San Diego,80,Fr,4234.0,0.5061000000000035,-1.5119987788578444,-0.7166132051363023,-2.2286119839941465
1673,2024,Kalil Thomas,Morehead State,77,Sr,3294.0,-4.482699999999994,-0.5018851132519657,-1.7365063080775638,-2.2383914213295295
1674,2024,Jamar Brown,Kansas City,77,Jr,6594.0,-3.956400000000002,-2.6761471168694864,0.431401042967465,-2.2447460739020215
1675,2024,Jalin Rice,Cleveland State,73,So,1255.0,-4.9942999999999955,-2.958420717070195,0.7100481247749051,-2.24837259229529
1676,2024,Marcus Williams,San Francisco,74,Sr,3093.0,0.5375999999999976,0.6392111289134588,-2.891447373207294,-2.252236244293835
1677,2024,Kezza Giffa,High Point,74,Jr,3370.0,-4.118400000000008,-1.1853803933326486,-1.0783879599268378,-2.2637683532594863
1678,2024,Tyrell Jones,South Alabama,74,Sr,20530.0,-3.629499999999993,-0.7736949299162321,-1.4949731953740413,-2.268668125290273
1679,2024,Truth Harris,Radford,74,Jr,2794.0,-2.3031000000000006,0.4662267139307974,-2.7414161587547934,-2.275189444823996
1680,2024,Brandon Noel,Wright State,80,So,7099.0,-3.0656999999999925,3.2103848337858336,-5.490542191226982,-2.2801573574411487
1681,2024,Jourdan Smith,Grambling,79,Sr,2670.0,-8.027100000000004,-1.694910591011766,-0.5922319346445573,-2.287142525656323
1682,2024,Trent Johnson,Idaho State,78,Jr,2433.0,-4.210800000000006,-0.0387212536891876,-2.2514789765113696,-2.2902002302005573
1683,2024,Gestin Liberis,St. Francis (PA),81,So,2890.0,-4.872500000000002,-0.2996736886429318,-1.9931899494405976,-2.292863638083529
1684,2024,Caleb Hunter,Mercer,70,Jr,3417.0,-1.2741000000000042,-3.5515661989192937,1.2561663018473566,-2.295399897071938
1685,2024,Ian Motta,Bucknell,78,Jr,2443.0,-6.0154,0.8088542565153283,-3.1102891098684653,-2.301434853353137
1686,2024,Elijah Elliott,UT Rio Grande Valley,73,Jr,9278.0,0.6272999999999911,2.8194659892797036,-5.126957608788311,-2.3074916195086077
1687,2024,Drayton Jones,South Carolina State,83,Fr,3772.0,-3.359000000000009,-8.956014573876509,6.6368302046179775,-2.319184369258531
1688,2024,Isaac McKneely,Virginia,76,So,2843.0,10.128,-0.9494768523618556,-1.371855221135057,-2.3213320734969125
1689,2024,Tyler Harris,Richmond,79,Sr,1269.0,1.3809000000000111,0.919983171702468,-3.2540078962051027,-2.3340247245026347
1690,2024,Dalen Ridgnal,Wichita State,78,Sr,4461.0,3.1980000000000075,0.5268595336597443,-2.8647487609761857,-2.3378892273164413
1691,2024,Avery Wilson,SE Louisiana,76,Sr,1827.0,-3.0182000000000073,-1.7978962745984264,-0.5715905965907127,-2.369486871189139
1692,2024,Dallas Hobbs,Mount St. Mary's,73,Fr,3032.0,-7.704800000000006,2.2444180355418304,-4.619100394220977,-2.374682358679147
1693,2024,Ben Gregg,Gonzaga,82,Jr,2318.0,4.904399999999995,1.5349179348993598,-3.911066118684716,-2.3761481837853564
1694,2024,Mason Nicholson,Jacksonville State,82,Jr,4155.0,-1.8443999999999932,0.4765513786054905,-2.858204265084228,-2.3816528864787374
1695,2024,Robert Ford III,Montana State,72,Sr,3602.0,-4.580600000000004,-1.3460746038540852,-1.0370121864969135,-2.3830867903509985
1696,2024,Carlton Linguard Jr.,UTSA,84,Sr,4714.0,-1.0799999999999983,-2.5774202267803386,0.1840285495393405,-2.3933916772409978
1697,2024,Riley Abercrombie,Northern Colorado,81,Sr,2464.0,-4.980699999999999,-3.225896151604352,0.830142037993725,-2.395754113610627
1698,2024,James Scott,Charleston,83,Fr,1518.0,-2.0438000000000045,-3.327401524821112,0.9201787589114704,-2.4072227659096415
1699,2024,Myles Tate,App State,72,Sr,2541.0,-1.2015999999999991,0.9549706244796125,-3.380910312567338,-2.4259396880877255
1700,2024,Jaden Seymour,East Tennessee State,80,Jr,6490.0,-1.0074999999999932,-3.3255922382731824,0.8955733710360296,-2.4300188672371528
1701,2024,Cameron Faas,Kansas City,78,Jr,5560.0,-3.356899999999996,-6.982739755648518,4.539113739303053,-2.4436260163454646
1702,2024,Michael Teal,South Carolina State,73,Jr,4307.0,-4.615299999999991,-0.9025630064026025,-1.5426533295268323,-2.4452163359294348
1703,2024,Babacar Faye,Western Kentucky,80,Jr,2016.0,-2.4306000000000125,1.8793322936362016,-4.342310330230446,-2.462978036594244
1704,2024,AJ Smith,The Citadel,76,So,5706.0,-1.5703999999999922,-5.474404999671118,3.0080854377596524,-2.4663195619114657
1705,2024,Robert Davis Jr.,Massachusetts,78,Fr,2536.0,-0.2147999999999967,-7.2650890306951315,4.790478628268921,-2.4746104024262108
1706,2024,Tyler Millin,Chattanooga,79,Sr,4600.0,-3.480400000000003,-1.7825164919434398,-0.7155722440091921,-2.498088735952632
1707,2024,Geronimo Rubio De La Rosa,Columbia,74,Jr,4565.0,-4.5274,-2.6943063018986724,0.1955491951575947,-2.4987571067410776
1708,2024,Alex Huibregtse,Wright State,75,Jr,7034.0,-3.552900000000008,-3.7607688351417687,1.2568341598374002,-2.5039346753043685
1709,2024,Devin Ree,Louisiana Tech,80,So,2004.0,-2.8573999999999984,-1.0984127672067858,-1.407516510274215,-2.505929277481001
1710,2024,Zaakir Williamson,Buffalo,79,So,2098.0,-4.577300000000008,-4.023833021085663,1.5112461487901134,-2.5125868722955493
1711,2024,Darius Duffy,Milwaukee,80,Jr,2771.0,-3.4440999999999917,-6.378511785237022,3.8520347642711066,-2.526477020965915
1712,2024,Noel Coleman,Hawai'i,74,Sr,6388.0,-3.317299999999989,-2.932493061148472,0.4037794279169233,-2.5287136332315487
1713,2024,Killian Gribben,Siena,82,So,4567.0,-4.527299999999997,4.63529825052255,-7.172132031985484,-2.536833781462934
1714,2024,Jaret Valencia,Monmouth,81,Fr,5594.0,-2.8995999999999924,1.493923417138761,-4.083052349592526,-2.589128932453765
1715,2024,Jaylin Jackson-Posey,New Mexico State,75,Sr,3771.0,2.764099999999999,6.105638881244229,-8.702648173374278,-2.59700929213005
1716,2024,Trey Woodyard,New Hampshire,78,Jr,4922.0,-1.6461999999999932,-1.0162739980979996,-1.6102697645310726,-2.626543762629072
1717,2024,Kuluel Mading,Norfolk State,81,Jr,1875.0,-8.331099999999992,0.0777802873643755,-2.709459835415536,-2.631679548051161
1718,2024,Kaleb Thornton,Akron,72,Sr,1559.0,-2.5272999999999968,-3.1213551522496448,0.48365734122284,-2.637697811026805
1719,2024,Matthue Cotton,Hawai'i,77,Sr,2320.0,-4.344799999999992,2.088825780979726,-4.729843511618242,-2.6410177306385156
1720,2024,Ubong-Abasi Etim,Central Arkansas,81,So,8343.0,-5.601299999999995,-7.511306745687364,4.86510992929852,-2.6461968163888434
1721,2024,Christyon Eugene,Troy,75,Sr,4414.0,-2.0625,-3.469127007465707,0.7904914813769319,-2.678635526088775
1722,2024,Koren Johnson,Washington,74,So,4896.0,9.0629,1.111539995155458,-3.795694908992962,-2.684154913837504
1723,2024,Mike Bekelja,Kent State,72,Jr,2448.0,-4.267899999999997,-5.455481838038318,2.7703408456413383,-2.6851409923969793
1724,2024,Garrett Hien,Furman,81,Sr,4392.0,-0.4512999999999891,-2.7979467645797493,0.1104543715462658,-2.687492393033484
1725,2024,Cade Tyson,Belmont,79,So,6435.0,2.584299999999999,-1.7812326806788223,-0.9295606498249556,-2.710793330503778
1726,2024,Grayson Carper,Cal State Fullerton,78,Jr,4766.0,0.1646999999999963,-4.803189602024974,2.0923195420874774,-2.710870059937496
1727,2024,Michael Bradley,Northern Kentucky,72,Sr,6534.0,-3.112700000000004,0.1941924636610501,-2.9087720125470833,-2.714579548886033
1728,2024,Chase Cormier,Wofford,74,So,3728.0,0.311000000000007,-0.2857050449015406,-2.437761403624031,-2.7234664485255715
1729,2024,Jayden Reid,South Florida,70,Fr,2345.0,0.310600000000008,3.8724383696067215,-6.618152364508759,-2.745713994902038
1730,2024,Zac Ervin,Elon,77,Sr,3236.0,-4.595699999999994,-2.954146240425776,0.1818165958046531,-2.7723296446211227
1731,2024,Jakari Spence,Monmouth,72,Sr,5935.0,-2.442999999999998,-0.7925519068490154,-1.9835904418841548,-2.7761423487331705
1732,2024,Jerry Deng,Hampton,81,Fr,4234.0,-4.805699999999987,-6.673425565790065,3.896837984007534,-2.7765875817825316
1733,2024,Jarod Lucas,Nevada,76,Sr,3036.0,5.50569999999999,-0.8728383976734921,-1.969696378770891,-2.842534776444383
1734,2024,Xander Rice,Monmouth,75,Sr,7229.0,-2.0611999999999995,0.7658516377663998,-3.6129819067709823,-2.8471302690045825
1735,2024,Hunter McIntosh,Nevada,74,Sr,1650.0,3.5364000000000004,-5.376349081363042,2.5139662087673265,-2.862382872595715
1736,2024,Tibet Gorener,San José State,81,Sr,6293.0,3.772999999999996,-5.831721280379236,2.9618384040179544,-2.869882876361282
1737,2024,Malachi Poindexter,Illinois State,75,Sr,4688.0,0.6121999999999872,1.092435963005008,-3.9640598943521335,-2.8716239313471252
1738,2024,Sam Vinson,Northern Kentucky,77,Jr,2612.0,-2.256600000000006,5.129484516754298,-8.018408733952807,-2.8889242171985092
1739,2024,Nathan McGill,Stonehill,76,Jr,2176.0,-4.499499999999998,-3.0604659220639907,0.1693876622348726,-2.891078259829118
1740,2024,Jasai Miles,North Florida,78,Fr,3199.0,-3.553600000000003,-4.021728695106492,1.1293130804885316,-2.8924156146179603
1741,2024,Kimani Hamilton,High Point,80,So,3650.0,-4.040200000000013,-3.850497375227188,0.9531816228303512,-2.897315752396837
1742,2024,Chandler Cuthrell,UTSA,80,Jr,2689.0,-0.0382000000000033,-0.6777959103245461,-2.225072697677011,-2.9028686080015573
1743,2024,Noa Gonsalves,Utah Tech,73,Jr,7799.0,-0.1799000000000035,-5.0166488818787345,2.1029513313157975,-2.913697550562937
1744,2024,Zee Hamoda,Sacramento State,79,Jr,5922.0,-2.8819000000000017,-8.458325084845784,5.534967188136936,-2.923357896708848
1745,2024,Tyler Simon,Harvard,77,Jr,1886.0,-2.23360000000001,7.029800627429397,-9.95840758916428,-2.928606961734884
1746,2024,Quinlan Bennett,Western Illinois,76,Sr,5824.0,-10.1503,1.1484487590197086,-4.0904798824385695,-2.942031123418861
1747,2024,Kyle Duke,North Carolina A&T,76,Jr,10835.0,-0.948599999999999,-0.3058067294956028,-2.652896753738338,-2.9587034832339407
1748,2024,Kino Lilly Jr.,Brown,72,Jr,9414.0,-0.372499999999988,-10.243258130602992,7.262786335060273,-2.9804717955427193
1749,2024,Christian Oliver,Morgan State,82,Jr,7614.0,-2.3880999999999943,1.931915101325712,-4.925978580542978,-2.994063479217266
1750,2024,Quentin Jones,Cal Poly,77,Fr,6218.0,-1.5002000000000066,1.2026538442688368,-4.212700282764633,-3.010046438495796
1751,2024,Chris Nix,Texas State,81,Sr,2556.0,2.3596999999999895,3.1836966649137977,-6.196393913333457,-3.0126972484196597
1752,2024,Peter Suder,Bellarmine,77,So,5893.0,-1.4296000000000078,-5.300997672079525,2.2626536835403224,-3.0383439885392027
1753,2024,Elijah Jones,UTEP,79,Jr,1076.0,-3.343599999999995,-0.9011268586287272,-2.15239925722952,-3.053526115858247
1754,2024,Jordan Chatman,Florida A&M,77,Jr,3652.0,-6.040500000000009,-6.586476714948431,3.5304857571207613,-3.05599095782767
